Record Number,Type,Address,Date Opened,Status
PSGN23-138,Sign Permit,"1843 E FOURTH ST, ONTARIO CA 91764",11/8/2023,Approved Final
PPA23-0431,Planning Pre-Application,"316 W B ST, ONTARIO CA 91762",11/8/2023,Complete
PPA23-0430,Planning Pre-Application,"3580 E GUASTI RD, ONTARIO CA 91761",11/8/2023,Complete
PPA23-0429,Planning Pre-Application,"3430 E ONTARIO RANCH RD, SUITE 1, ONTARIO CA 91761",11/8/2023,Complete
PPA23-0428,Planning Pre-Application,"710 S SULTANA AV, ONTARIO CA 91761",11/8/2023,Resubmittal Required
PPA23-0427,Planning Pre-Application,"3602 E INLAND EMPIRE BL, A-100, ONTARIO CA 91764",11/8/2023,Withdrawn
PTUP23-127,Temporary Use Permit,"216 N EUCLID AV, ONTARIO CA 91761",11/7/2023,Approved
PCUP23-020,Conditional Use Permit,"1155 N GROVE AV, BLDG 1, ONTARIO CA 91764",11/7/2023,Under Review
PWIL23-001,Williamson Act,"13150 S ARCHIBALD AV, BLDG 1, ONTARIO CA 91761",11/6/2023,Active
23TMP-006652,Planning Pre-Application,"930 S wanamaker AV, BLDG 930, Ontario CA United States",11/5/2023,
PSGN23-137,Sign Permit,"920 N HAVEN AV, Ontario CA 91764",11/3/2023,Approved Final
PSGN23-136,Sign Permit,"951 N HAVEN AV, SUITE B, ONTARIO CA 91764",11/3/2023,Approved Final
PSGN23-135,Sign Permit,"910 N HAVEN AV, ONTARIO CA 91764",11/3/2023,Approved Final
PPA23-0426,Planning Pre-Application,"501 E PRINCETON ST, ONTARIO CA 91764",11/3/2023,Withdrawn
PPA23-0425,Planning Pre-Application,"1100 S ETIWANDA AV, ONTARIO CA 91761",11/3/2023,Complete
PPA23-0424,Planning Pre-Application,"4050 E GREYSTONE DR, ONTARIO CA 91761",11/3/2023,Complete
PPA23-0423,Planning Pre-Application,"1843 E FOURTH ST, ONTARIO CA 91764",11/3/2023,Complete
PTUP23-126,Temporary Use Permit,"2000 E CONVENTION CENTER WY, Ontario CA 91761",11/2/2023,Approved
PSGN23-134,Sign Permit,"930 N HAVEN AV, ONTARIO CA 91764",11/2/2023,Approved Final
PPA23-0422,Planning Pre-Application,"1159 W E ST, Ontario CA 91762",11/2/2023,Withdrawn
PPA23-0421,Planning Pre-Application,"854 W E ST, ONTARIO CA 91762",11/2/2023,Withdrawn
PPA23-0420,Planning Pre-Application,"951 N HAVEN AV, SUITE B, ONTARIO CA 91764",11/1/2023,Complete
PPA23-0419,Planning Pre-Application,"920 N HAVEN AV, Ontario CA 91764",11/1/2023,Complete
PPA23-0418,Planning Pre-Application,"4001 E GREYSTONE DR, ONTARIO CA 91761",10/31/2023,Complete
PPA23-0417,Planning Pre-Application,"0 S MILLIKEN AV, Ontario CA 91761",10/31/2023,Resubmittal Required
PPA23-0416,Planning Pre-Application,"231 N EUCLID AV, ONTARIO CA 91762",10/30/2023,Complete
PPA23-0415,Planning Pre-Application,"910 N HAVEN AV, ONTARIO CA 91764",10/30/2023,Complete
PPA23-0414,Planning Pre-Application,"4050 E GREYSTONE DR, ONTARIO CA 91761",10/27/2023,Resubmittal Required
PTUP23-125,Temporary Use Permit,"4090 S SUNFLOWER PASEO, SUITE 185, ONTARIO CA 91762",10/26/2023,Active
PTUP23-124,Temporary Use Permit,"115 S PALM AV, ONTARIO CA 91762",10/26/2023,Approved
PMAS23-003,Massage Parlor,"761 N ARCHIBALD AV, SUITE B, ONTARIO CA 91764",10/26/2023,Withdrawn
PSGN23-133,Sign Permit,"815 W HOLT BL, SUITE 404, ONTARIO CA 91762",10/26/2023,Approved Final
PGPA23-003,General Plan Amendment,"0 S EUCLID AV, ONTARIO CA 91710",10/26/2023,Under Review
PPA23-0413,Planning Pre-Application,"2000 E CONVENTION CENTER WY, Ontario CA 91761",10/26/2023,Complete
PPA23-0412,Planning Pre-Application,"930 N HAVEN AV, ONTARIO CA 91764",10/26/2023,Complete
PPA23-0411,Planning Pre-Application,"111 N VINEYARD AV, SUITE B, ONTARIO CA 91761",10/26/2023,Resubmittal Required
PPA23-0410,Planning Pre-Application,"1010 E MISSION BL, ONTARIO CA 91761",10/26/2023,Withdrawn
PPA23-0409,Planning Pre-Application,"1205 N HELLMAN AV, ONTARIO CA 91764",10/25/2023,Complete
23TMP-006160,Planning Pre-Application,,10/23/2023,
PTUP23-123,Temporary Use Permit,"130 W PHILLIPS ST, ONTARIO CA 91762",10/23/2023,Approved
PSGN23-132,Sign Permit,"1541 W BROOKS ST, ONTARIO CA 91762",10/23/2023,Approved Final
PDEV23-040,Development Plan,"2130 S CUCAMONGA AV, ONTARIO CA 91761",10/23/2023,Scheduled for PC Hearing
PCUP23-019,Conditional Use Permit,"2130 S CUCAMONGA AV, ONTARIO CA 91761",10/23/2023,Scheduled for PC Hearing
PSGN23-131,Sign Permit,"1830 E CEDAR ST, ONTARIO CA 91761",10/20/2023,Approved Final
PPA23-0408,Planning Pre-Application,"140 N CAMPUS AV, ONTARIO CA 91761",10/20/2023,Withdrawn
PPA23-0407,Planning Pre-Application,"1541 W BROOKS ST, ONTARIO CA 91762",10/20/2023,Complete
PPA23-0406,Planning Pre-Application,"2940 E INLAND EMPIRE BL, SUITE 101, ONTARIO CA 91764",10/20/2023,Withdrawn
23TMP-006109,Planning Pre-Application,"1734 E HAWTHORNE ST, ONTARIO CA 91764",10/19/2023,
PSGN23-130,Sign Permit,"137 N EUCLID AV, BLDG 1, ONTARIO CA 91762",10/19/2023,Under Review
PSGN23-129,Sign Permit,"2598 S ARCHIBALD AV, SUITE E2, ONTARIO CA 91761",10/19/2023,Approved Final
PPA23-0405,Planning Pre-Application,"2130 S CUCAMONGA AV, ONTARIO CA 91761",10/19/2023,Complete
PPA23-0404,Planning Pre-Application,"815 W HOLT BL, SUITE 404, ONTARIO CA 91762",10/19/2023,Complete
PTUP23-122,Temporary Use Permit,"3430 E Ontario Ranch RD, Ontario CA United States",10/18/2023,Approved
PTUP23-121,Temporary Use Permit,"201 S PLUM AV, ONTARIO CA 91761",10/18/2023,Approved
PSPA23-001,Specific Plan Amendment,"1 E MILLS CI, SUITE 100, ONTARIO CA 91764",10/18/2023,Active
PPA23-0403,Planning Pre-Application,"761 N ARCHIBALD AV, SUITE B, ONTARIO CA 91764",10/18/2023,Complete
PPA23-0402,Planning Pre-Application,"4090 S SUNFLOWER PASEO, SUITE 185, ONTARIO CA 91762",10/18/2023,Complete
PPA23-0401,Planning Pre-Application,"0 S EUCLID AV, ONTARIO CA 91710",10/18/2023,Complete
PTUP23-120,Temporary Use Permit,"1044 N MILLIKEN AV, ONTARIO CA 91764",10/17/2023,Approved
PSGN23-128,Sign Permit,"2448 S VINEYARD AV, SUITE 109, ONTARIO CA 91761",10/17/2023,Approved Final
PSGN23-127,Sign Permit,"3410 E ONTARIO RANCH RD, 1, ONTARIO CA 91761",10/17/2023,Approved Final
PDIF23-004,DIF Credit Agreement,"0 S HAVEN AV, ONTARIO CA 91761",10/17/2023,Active
PPA23-0400,Planning Pre-Application,"3430 E Ontario Ranch RD, Ontario CA United States",10/17/2023,Complete
PPA23-0399,Planning Pre-Application,"635 E HOLT BL, SUITE A, ONTARIO CA 91761",10/17/2023,Resubmittal Required
PPA23-0398,Planning Pre-Application,"1945 E RIVERSIDE DR, SUITE 19,20, Ontario CA 91761",10/17/2023,Withdrawn
PPA23-0397,Planning Pre-Application,"2448 S VINEYARD AV, SUITE 109, ONTARIO CA 91761",10/17/2023,Complete
PPA23-0396,Planning Pre-Application,"1945 E RIVERSIDE DR, SUITE 18, ONTARIO CA 91761",10/17/2023,Withdrawn
PPA23-0395,Planning Pre-Application,"1044 N MILLIKEN AV, ONTARIO CA 91764",10/17/2023,Complete
PSP-23-001,Specific Plan,"2236 E HOLT BL, Ontario CA 91761",10/16/2023,Under Review
PDEV23-039,Development Plan,"2236 E HOLT BL, Ontario CA 91761",10/16/2023,Under Review
PDA-23-005,Development Agreement,"2236 E HOLT BL, Ontario CA 91761",10/16/2023,Active
PPA23-0394,Planning Pre-Application,"3430 %, Ontario CA United States",10/16/2023,Resubmittal Required
PPA23-0393,Planning Pre-Application,"3410 E ONTARIO RANCH RD, 1, ONTARIO CA 91761",10/13/2023,Complete
PTUP23-119,Temporary Use Permit,"1150 W FOURTH ST, ONTARIO CA 91762",10/12/2023,Withdrawn
PSGN23-126,Sign Permit,"2100 E INLAND EMPIRE BL, ONTARIO CA 91764",10/12/2023,Approved Final
PSGN23-125,Sign Permit,"5331 S CARPENTER AV, ONTARIO CA 91762",10/12/2023,Approved Final
PCUP23-018,Conditional Use Permit,"910 N MOUNTAIN AV, ONTARIO CA 91762",10/12/2023,Denied Final
PPA23-0392,Planning Pre-Application,"1150 W FOURTH ST, ONTARIO CA 91762",10/12/2023,Complete
23TMP-005798,Planning Pre-Application,"509 W LOCUST ST, ONTARIO CA 91762",10/11/2023,
PTUP23-118,Temporary Use Permit,"1105 S CAMPUS AV, ONTARIO CA 91761",10/11/2023,Approved
PTUP23-117,Temporary Use Permit,"2500 S ARCHIBALD AV, ONTARIO CA 91761",10/11/2023,Approved
PSGN23-124,Sign Permit,"14717 S HAVEN AV, ONTARIO CA 91762",10/11/2023,Active
PPA23-0391,Planning Pre-Application,"910 N MOUNTAIN AV, ONTARIO CA 91762",10/11/2023,Complete
PPA23-0390,Planning Pre-Application,"2236 E HOLT BL, Ontario CA 91761",10/11/2023,Complete
PPA23-0389,Planning Pre-Application,"2958 S MILLIKEN AV, Ontario CA 91761",10/11/2023,Withdrawn
23TMP-005693,Planning Pre-Application,,10/9/2023,
PPA23-0388,Planning Pre-Application,"964 W VESTA ST, ONTARIO CA 91762",10/9/2023,Withdrawn
PPA23-0387,Planning Pre-Application,"1300 S CAMPUS AV, ONTARIO CA 91761",10/9/2023,Withdrawn
23TMP-005640,Planning Pre-Application,"831 E Belmont ST, UNIT 1, Ontario CA United States",10/6/2023,
23TMP-005639,Planning Pre-Application,"803 E Belmont ST, APT 1, Ontario CA United States",10/6/2023,
PDEV23-038,Development Plan,"4131 E CONCOURS ST, ONTARIO CA 91764",10/6/2023,Under Review
PPA23-0386,Planning Pre-Application,"3430 E ONTARIO RANCH RD, SUITE 5, ONTARIO CA 91761",10/6/2023,Resubmittal Required
PSGN23-123,Sign Permit,"0 S Archibald, Ontario CA United States",10/5/2023,Approved Final
PCUP23-017,Conditional Use Permit,"701 N MILLIKEN AV, SUITE C, ONTARIO CA 91764",10/5/2023,Scheduled for ZA Hearing
PPA23-0385,Planning Pre-Application,"0 S Archibald, Ontario CA United States",10/5/2023,Complete
PPA23-0384,Planning Pre-Application,"2070 S DEL RIO WY, ONTARIO CA 91761",10/5/2023,Withdrawn
PCUP23-016,Conditional Use Permit,"1953 E 4th ST, Ontario CA United States",10/4/2023,Under Review
PPA23-0383,Planning Pre-Application,"644 E NOCTA ST, ONTARIO CA 91761",10/4/2023,Withdrawn
PPA23-0382,Planning Pre-Application,"1953 E 4th ST, Ontario CA United States",10/4/2023,Complete
PTUP23-116,Temporary Use Permit,"1351 E FRANCIS ST, BLDG, ONTARIO CA 91761",10/3/2023,Under Review
PMTT23-008,Parcel Tract Map,"1355 W FIFTH ST, Ontario CA United States",10/3/2023,Out to Applicant
PDEV23-037,Development Plan,"1355 W FIFTH ST, Ontario CA United States",10/3/2023,Approved Final
PPA23-0381,Planning Pre-Application,"1090 E BELMONT ST, ONTARIO CA 91761",10/3/2023,Withdrawn
23TMP-005419,Planning Pre-Application,"1816 E ELMA ST, Ontario CA 91761",10/2/2023,
PTUP23-115,Temporary Use Permit,"1150 W FOURTH ST, ONTARIO CA 91762",10/2/2023,Approved
PTUP23-114,Temporary Use Permit,"2980 S EUCLID AV, ONTARIO CA 91762",10/2/2023,Approved
PSGN23-122,Sign Permit,"1900 E INLAND EMPIRE BL, ONTARIO CA 91764",10/2/2023,Approved Final
PDEV23-036,Development Plan,"0 E GUASTI RD, ONTARIO CA 91743",10/2/2023,Approved Final
PPA23-0380,Planning Pre-Application,"1 E MILLS CI, SUITE 1020, ONTARIO CA 91764",10/2/2023,Withdrawn
PTUP23-113,Temporary Use Permit,"2445 E GUASTI RD, ONTARIO CA 91761",9/29/2023,Approved
PPA23-0379,Planning Pre-Application,"1150 W FOURTH ST, ONTARIO CA 91762",9/29/2023,Complete
PPA23-0378,Planning Pre-Application,"1355 W FIFTH ST, Ontario CA United States",9/29/2023,Complete
PPA23-0377,Planning Pre-Application,"0 E GUASTI RD, ONTARIO CA 91743",9/29/2023,Complete
PPA23-0376,Planning Pre-Application,"1351 E FRANCIS ST, BLDG, ONTARIO CA 91761",9/29/2023,Complete
PTUP23-112,Temporary Use Permit,"2200 E PHILADELPHIA ST, BLDG 1, ONTARIO CA 91761",9/28/2023,Approved
PTUP23-111,Temporary Use Permit,"2910 E MERRILL AV, ONTARIO CA 91762",9/28/2023,Approved
PHP-23-010,Historical Preservation,"303 W H ST, ONTARIO CA 91762",9/28/2023,Under Review
PDEV23-035,Development Plan,"13150 S ARCHIBALD AV, BLDG 1, ONTARIO CA 91761",9/28/2023,Approved Final
PCUP23-015,Conditional Use Permit,"303 W H ST, ONTARIO CA 91762",9/28/2023,Under Review
PPA23-0375,Planning Pre-Application,"2445 E GUASTI RD, ONTARIO CA 91761",9/28/2023,Complete
PPA23-0374,Planning Pre-Application,"303 W H ST, ONTARIO CA 91762",9/28/2023,Complete
PPA23-0373,Planning Pre-Application,"733 E PLAZA SERENA ST, Ontario CA 91764",9/28/2023,Withdrawn
PTUP23-110,Temporary Use Permit,"4105 E INLAND EMPIRE BL, ONTARIO CA 91764",9/27/2023,Approved
PPA23-0372,Planning Pre-Application,"5705 E AIRPORT DR, ONTARIO CA 91761",9/27/2023,Resubmittal Required
PPA23-0371,Planning Pre-Application,"4105 E INLAND EMPIRE BL, ONTARIO CA 91764",9/26/2023,Complete
PPA23-0370,Planning Pre-Application,"2004 S Palmetto AV, Ontario CA United States",9/26/2023,Withdrawn
PTUP23-109,Temporary Use Permit,"1406 E FRANCIS ST, ONTARIO CA 91761",9/26/2023,Approved
PTUP23-108,Temporary Use Permit,"3430 E ONTARIO RANCH RD, SUITE 1, ONTARIO CA 91761",9/25/2023,Approved
PPA23-0369,Planning Pre-Application,"3430 E Ontario Ranch RD, BLDG, Ontario CA United States",9/23/2023,Withdrawn
PDEV23-034,Development Plan,"301 S ROCKEFELLER AV, ONTARIO CA 91761",9/22/2023,Approved Final
PPA23-0368,Planning Pre-Application,"1922 E YALE ST, SUITE A, Ontario CA 91764",9/22/2023,Withdrawn
PTUP23-107,Temporary Use Permit,"437 N EUCLID AV, ONTARIO CA 91762",9/22/2023,Approved
23TMP-005110,Planning Pre-Application,"320 N EUCLID AV, ONTARIO CA 91764",9/21/2023,
PVER23-044,Zoning Verification Letter,"5650 E SANTA ANA ST, ONTARIO CA 91761",9/21/2023,Approved
PVER23-043,Zoning Verification Letter,"4280 E LOWELL ST, ONTARIO CA 91761",9/21/2023,Approved
PTUP23-106,Temporary Use Permit,"1150 W FOURTH ST, ONTARIO CA 91762",9/21/2023,Approved
PDEV23-033,Development Plan,"1300 S CAMPUS AV, ONTARIO CA 91761",9/21/2023,Approved Final
PPA23-0367,Planning Pre-Application,"718 W MAITLAND ST, Ontario CA 91762",9/21/2023,Withdrawn
23TMP-005071,Planning Pre-Application,,9/20/2023,
PTUP23-105,Temporary Use Permit,"818 S MOUNTAIN AV, ONTARIO CA 91762",9/20/2023,Approved
PTUP23-104,Temporary Use Permit,"1 E MILLS CI, SUITE 1000, ONTARIO CA 91764",9/20/2023,Approved
PDEV23-032,Development Plan,"122 S VINE AV, Ontario CA 91762",9/20/2023,Approved Final
PPA23-0366,Planning Pre-Application,"5650 E SANTA ANA ST, ONTARIO CA 91761",9/20/2023,Complete
PPA23-0365,Planning Pre-Application,"4280 E LOWELL ST, ONTARIO CA 91761",9/20/2023,Complete
23TMP-004989,Planning Pre-Application,,9/19/2023,
PTUP23-103,Temporary Use Permit,"303 E B ST, ONTARIO CA 91764",9/19/2023,Approved
PSGN23-121,Sign Permit,"4675 E MILLS CI N, BLDG 1, ONTARIO CA 91764",9/19/2023,Approved Final
PPA23-0364,Planning Pre-Application,"1 E MILLS CI, SUITE 1000, ONTARIO CA 91764",9/19/2023,Complete
PPA23-0363,Planning Pre-Application,"418 E TRANSIT ST, ONTARIO CA 91761",9/19/2023,Complete
PPA23-0362,Planning Pre-Application,"720 E DEODAR ST, ONTARIO CA 91764",9/19/2023,Withdrawn
23TMP-004977,Planning Pre-Application,,9/18/2023,
PZC-23-004,Zone Change,,9/18/2023,Active
PZC-23-003,Zone Change,,9/18/2023,Approved Final
PTUP23-102,Temporary Use Permit,"1 Mill CI, Ontario CA United States",9/18/2023,Under Review
PGPA23-002,General Plan Amendment,,9/18/2023,Active
PCUP23-014,Conditional Use Permit,"0 S TAYLOR AV, ONTARIO CA 91761",9/18/2023,Under Review
PCUP23-013,Conditional Use Permit,"2528 S GROVE AV, ONTARIO CA 91761",9/18/2023,Approved Final
PPA23-0361,Planning Pre-Application,"1150 W FOURTH ST, ONTARIO CA 91762",9/18/2023,Complete
PPA23-0360,Planning Pre-Application,"1300 S CAMPUS AV, Ontario CA 91761",9/18/2023,Complete
PPA23-0359,Planning Pre-Application,"3430 E ONTARIO RANCH RD, SUITE 1, ONTARIO CA 91761",9/18/2023,Complete
23TMP-004887,Planning Pre-Application,,9/15/2023,
PPA23-0358,Planning Pre-Application,"3791 S ARCHIBALD AV, ONTARIO CA 91761",9/15/2023,Resubmittal Required
PTUP23-101,Temporary Use Permit,"13813 S EUCLID AV, ONTARIO CA 91761",9/14/2023,Approved
PSGN23-120,Sign Permit,"1429 N EUCLID AV, ONTARIO CA 91762",9/14/2023,Approved Final
PDEV23-031,Development Plan,"4551 E PHILADELPHIA ST, Ontario CA 91761",9/14/2023,Under Review
PDIF23-003,DIF Credit Agreement,,9/14/2023,Active
PDIF23-002,DIF Credit Agreement,,9/14/2023,Active
PSGN23-119,Sign Permit,"4050 E GREYSTONE DR, ONTARIO CA 91761",9/13/2023,Approved Final
PCUP23-012,Conditional Use Permit,"1060 E ONTARIO BL, ONTARIO CA 91761",9/12/2023,Under Review
PPA23-0357,Planning Pre-Application,"501 E PRINCETON ST, ONTARIO CA 91764",9/12/2023,Withdrawn
PPA23-0356,Planning Pre-Application,"990 N ONTARIO MILLS DR, SUITE C, ONTARIO CA 91764",9/12/2023,Resubmittal Required
PPA23-0355,Planning Pre-Application,"1 Mill CI, Ontario CA United States",9/12/2023,Complete
PVER23-042,Zoning Verification Letter,"4462 E AIRPORT DR, SUITE A, ONTARIO CA 91761",9/11/2023,Active
PVER23-041,Zoning Verification Letter,"4452 E AIRPORT DR, SUITE A, ONTARIO CA 91761",9/11/2023,Active
PVER23-040,Zoning Verification Letter,"301 S ROCKEFELLER AV, ONTARIO CA 91761",9/11/2023,Active
PPA23-0354,Planning Pre-Application,"548 W NEVADA ST, ONTARIO CA 91762",9/9/2023,Withdrawn
PPA23-0353,Planning Pre-Application,"4551 E PHILADELPHIA ST, Ontario CA 91761",9/8/2023,Complete
PVER23-039,Zoning Verification Letter,"5401 E JURUPA ST, ONTARIO CA 91761",9/7/2023,Approved
PPA23-0352,Planning Pre-Application,"528 S HOPE AV, ONTARIO CA 91761",9/7/2023,Complete
PTUP23-100,Temporary Use Permit,"1025 N VINE AV, ONTARIO CA 91762",9/6/2023,Approved
PTUP23-099,Temporary Use Permit,"3430 E ONTARIO RANCH RD, SUITE 5, ONTARIO CA 91761",9/6/2023,Approved
PPRE23-005,Preliminary Review,"0 S ARCHIBALD AV, ONTARIO CA 91761",9/6/2023,Under Review
PSGN23-118,Sign Permit,"4325 E GUASTI RD, BLDG 1, ONTARIO CA 91761",9/6/2023,Approved Final
PPA23-0351,Planning Pre-Application,"4050 E GREYSTONE DR, ONTARIO CA 91761",9/6/2023,Complete
23TMP-004426,Planning Pre-Application,,9/5/2023,
PTUP23-098,Temporary Use Permit,"2525 E RIVERSIDE DR, ONTARIO CA 91761",9/5/2023,Approved
PTUP23-097,Temporary Use Permit,"0 S ARCHIBALD AV, ONTARIO CA 91762",9/5/2023,Approved
PMAS23-002,Massage Parlor,"117 W HOLT BL, BLDG 1, ONTARIO CA 91762",9/5/2023,Approved Final
PSGN23-117,Sign Permit,"3333 E CONCOURS ST, SUITE 1202, ONTARIO CA 91764",9/5/2023,Approved Final
PDEV23-030,Development Plan,"1275 S DUPONT AV, ONTARIO CA 91761",9/5/2023,Approved Final
PDEV23-029,Development Plan,"320 E D ST, ONTARIO CA 91764",9/5/2023,Under Review
PPA23-0350,Planning Pre-Application,"216 W NEVADA ST, ONTARIO CA 91762",9/5/2023,Withdrawn
PPA23-0349,Planning Pre-Application,"301 S ROCKEFELLER AV, ONTARIO CA 91761",9/5/2023,Complete
PPA23-0348,Planning Pre-Application,"4462 E AIRPORT DR, SUITE A, ONTARIO CA 91761",9/5/2023,Complete
PPA23-0347,Planning Pre-Application,"528 S HOPE AV, ONTARIO CA 91761",9/5/2023,Withdrawn
PPA23-0346,Planning Pre-Application,"921 E PRINCETON ST, ONTARIO CA 91764",9/5/2023,Withdrawn
PPA23-0345,Planning Pre-Application,"320 E D ST, ONTARIO CA 91764",9/5/2023,Complete
PPA23-0344,Planning Pre-Application,"4452 E AIRPORT DR, SUITE A, ONTARIO CA 91761",9/4/2023,Complete
PPA23-0343,Planning Pre-Application,"3333 E CONCOURS ST, SUITE 1202, ONTARIO CA 91764",9/2/2023,Complete
PTUP23-096,Temporary Use Permit,"322 W D ST, ONTARIO CA 91762",9/1/2023,Approved
PZC-23-002,Zone Change,,8/31/2023,Active
PDCA23-003,Development Code Amendment,,8/31/2023,Active
23TMP-004277,Planning Pre-Application,"1211 N GROVE AV, BLDG 1, ONTARIO CA 91764",8/30/2023,
PSGN23-116,Sign Permit,"2505 S EUCLID AV, BLDG 1, ONTARIO CA 91761",8/30/2023,Approved Final
23TMP-004235,Planning Pre-Application,"12434 FOURTH ST, Rancho Cucamonga CA United States",8/29/2023,
PTUP23-095,Temporary Use Permit,"316 W B ST, ONTARIO CA 91762",8/29/2023,Approved
PSGN23-115,Sign Permit,"3520 E GUASTI RD, ONTARIO CA 91761",8/29/2023,Approved Final
PPA23-0342,Planning Pre-Application,"0 S ARCHIBALD AV, ONTARIO CA 91762",8/29/2023,Complete
PPA23-0341,Planning Pre-Application,"711 W SUNKIST ST, ONTARIO CA 91762",8/28/2023,Withdrawn
PPA23-0340,Planning Pre-Application,"3840 S WINNIPEG AV, ONTARIO CA 91761",8/26/2023,Withdrawn
PPA23-0339,Planning Pre-Application,"117 W HOLT BL, BLDG 1, ONTARIO CA 91762",8/26/2023,Complete
PTUP23-094,Temporary Use Permit,"1265 S PALMETTO AV, ONTARIO CA 91762",8/24/2023,Approved
PPA23-0338,Planning Pre-Application,"316 W B ST, ONTARIO CA 91762",8/24/2023,Complete
PPA23-0337,Planning Pre-Application,"316 W B ST, ONTARIO CA 91762",8/24/2023,Resubmittal Required
PTUP23-093,Temporary Use Permit,"1150 W FOURTH ST, ONTARIO CA 91762",8/23/2023,Approved
PMTT23-007,Parcel Tract Map,"0 E FOURTH ST, Ontario CA 91764",8/23/2023,Approved Final
PDEV23-028,Development Plan,"0 E FOURTH ST, Ontario CA 91764",8/23/2023,Approved Final
PPA23-0336,Planning Pre-Application,"2528 S GROVE AV, ONTARIO CA 91761",8/23/2023,Complete
PVER23-038,Zoning Verification Letter,"3602 E INLAND EMPIRE BL, A-100, ONTARIO CA 91764",8/22/2023,Approved
PTUP23-092,Temporary Use Permit,"2713 S GROVE AV, ONTARIO CA 91761",8/22/2023,Active
PPA23-0335,Planning Pre-Application,"642 W FLORA ST, ONTARIO CA 91762",8/22/2023,Withdrawn
PPA23-0334,Planning Pre-Application,"1150 W FOURTH ST, ONTARIO CA 91762",8/22/2023,Complete
PVER23-037,Zoning Verification Letter,"627 S BON VIEW AV, BLDG 3, ONTARIO CA 91761",8/21/2023,Approved
PSGP23-005,Sign Program,"2645 E RIVERSIDE DR, ONTARIO CA 91761",8/21/2023,Approved Final
PSGN23-114,Sign Permit,"2004 E JAY ST, ONTARIO CA 91764",8/21/2023,Approved Final
PSGN23-113,Sign Permit,"121 E E ST, ONTARIO CA 91764",8/21/2023,Approved Final
PSGN23-112,Sign Permit,"5030 E FOURTH ST, SUITE B, ONTARIO CA 91764",8/21/2023,Approved Final
PSGN23-111,Sign Permit,"1670 S CHAMPAGNE AV, ONTARIO CA 91761",8/21/2023,Withdrawn
PSGN23-110,Sign Permit,"2880 E JURUPA ST, ONTARIO CA 91761",8/21/2023,Approved Final
PSGN23-109,Sign Permit,"2825 E JURUPA ST, ONTARIO CA 91761",8/21/2023,Approved Final
PSGN23-108,Sign Permit,"4555 E JURUPA ST, ONTARIO CA 91761",8/21/2023,Approved Final
PDEV23-027,Development Plan,"1555 S CUCAMONGA AV, BLDG 2, ONTARIO CA 91761",8/21/2023,Under Review
PPA23-0333,Planning Pre-Application,"1275 S DUPONT AV, ONTARIO CA 91761",8/21/2023,Complete
PPA23-0332,Planning Pre-Application,"0 E FOURTH ST, Ontario CA 91764",8/21/2023,Complete
PPA23-0331,Planning Pre-Application,"3602 E INLAND EMPIRE BL, A-100, ONTARIO CA 91764",8/21/2023,Complete
